type,sample,dg,time,est,lower,upper,sukup,x,age_group,agegr,0,1,total,pros,pr_years,agegr_years,year
ir,inpatient,f6,,2.771,2.606,2.943,1,15,15-19,15,,,,,,,
ir,inpatient,f6,,6.043,5.803,6.29,1,20,20-24,20,,,,,,,
ir,inpatient,f6,,5.014,4.795,5.24,1,25,25-29,25,,,,,,,
ir,inpatient,f6,,4.457,4.248,4.673,1,30,30-34,30,,,,,,,
ir,inpatient,f6,,3.855,3.66,4.057,1,35,35-39,35,,,,,,,
ir,inpatient,f6,,3.376,3.194,3.565,1,40,40-44,40,,,,,,,
ir,inpatient,f6,,2.879,2.713,3.053,1,45,45-49,45,,,,,,,
ir,inpatient,f6,,2.415,2.266,2.572,1,50,50-54,50,,,,,,,
ir,inpatient,f6,,1.594,1.471,1.725,1,55,55-59,55,,,,,,,
ir,inpatient,f6,,0.881,0.785,0.986,1,60,60-64,60,,,,,,,
ir,inpatient,f6,,0.716,0.623,0.82,1,65,65-69,65,,,,,,,
ir,inpatient,f6,,0.721,0.615,0.84,1,70,70-74,70,,,,,,,
ir,inpatient,f6,,0.766,0.636,0.914,1,75,75-79,75,,,,,,,
ir,inpatient,f6,,0.7,0.545,0.884,1,80,80-84,80,,,,,,,
ir,inpatient,f6,,0.672,0.46,0.949,1,85,85-89,85,,,,,,,
ir,inpatient,f6,,0.894,0.476,1.528,1,90,90-94,90,,,,,,,
ir,inpatient,f6,,0.424,0.011,2.362,1,95,95-100,95,,,,,,,
ir,inpatient,f6,,0.052,0.03,0.083,2,5,5-9,5,,,,,,,
ir,inpatient,f6,,0.248,0.198,0.307,2,10,10-14,10,,,,,,,
ir,inpatient,f6,,5.585,5.343,5.835,2,15,15-19,15,,,,,,,
ir,inpatient,f6,,9.576,9.264,9.896,2,20,20-24,20,,,,,,,
ir,inpatient,f6,,6.887,6.622,7.16,2,25,25-29,25,,,,,,,
ir,inpatient,f6,,5.404,5.167,5.65,2,30,30-34,30,,,,,,,
ir,inpatient,f6,,4.16,3.953,4.375,2,35,35-39,35,,,,,,,
ir,inpatient,f6,,3.736,3.541,3.938,2,40,40-44,40,,,,,,,
ir,inpatient,f6,,3.318,3.138,3.505,2,45,45-49,45,,,,,,,
ir,inpatient,f6,,2.836,2.674,3.005,2,50,50-54,50,,,,,,,
ir,inpatient,f6,,1.989,1.852,2.134,2,55,55-59,55,,,,,,,
ir,inpatient,f6,,1.054,0.951,1.165,2,60,60-64,60,,,,,,,
ir,inpatient,f6,,0.86,0.762,0.967,2,65,65-69,65,,,,,,,
ir,inpatient,f6,,0.855,0.749,0.97,2,70,70-74,70,,,,,,,
ir,inpatient,f6,,0.752,0.644,0.872,2,75,75-79,75,,,,,,,
ir,inpatient,f6,,0.721,0.602,0.856,2,80,80-84,80,,,,,,,
ir,inpatient,f6,,0.926,0.757,1.122,2,85,85-89,85,,,,,,,
ir,inpatient,f6,,0.746,0.52,1.037,2,90,90-94,90,,,,,,,
ir,inpatient,f6,,0.279,0.058,0.816,2,95,95-100,95,,,,,,,
ir,inpatient,f20,,0.006,0.001,0.021,1,5,5-9,5,,,,,,,
ir,inpatient,f20,,0.119,0.086,0.161,1,10,10-14,10,,,,,,,
ir,inpatient,f20,,2.021,1.881,2.169,1,15,15-19,15,,,,,,,
ir,inpatient,f20,,5.2,4.978,5.429,1,20,20-24,20,,,,,,,
ir,inpatient,f20,,4.883,4.668,5.106,1,25,25-29,25,,,,,,,
ir,inpatient,f20,,3.764,3.573,3.963,1,30,30-34,30,,,,,,,
ir,inpatient,f20,,2.812,2.647,2.984,1,35,35-39,35,,,,,,,
ir,inpatient,f20,,2.261,2.114,2.417,1,40,40-44,40,,,,,,,
ir,inpatient,f20,,1.823,1.692,1.962,1,45,45-49,45,,,,,,,
ir,inpatient,f20,,1.649,1.527,1.779,1,50,50-54,50,,,,,,,
ir,inpatient,f20,,1.44,1.323,1.564,1,55,55-59,55,,,,,,,
ir,inpatient,f20,,1.42,1.298,1.551,1,60,60-64,60,,,,,,,
ir,inpatient,f20,,1.361,1.23,1.501,1,65,65-69,65,,,,,,,
ir,inpatient,f20,,1.596,1.436,1.768,1,70,70-74,70,,,,,,,
ir,inpatient,f20,,1.639,1.447,1.85,1,75,75-79,75,,,,,,,
ir,inpatient,f20,,1.271,1.059,1.512,1,80,80-84,80,,,,,,,
ir,inpatient,f20,,1.304,1,1.671,1,85,85-89,85,,,,,,,
ir,inpatient,f20,,1.032,0.578,1.702,1,90,90-94,90,,,,,,,
ir,inpatient,f20,,0.424,0.011,2.365,1,95,95-100,95,,,,,,,
ir,inpatient,f20,,0,0,0.011,2,5,5-9,5,,,,,,,
ir,inpatient,f20,,0.149,0.111,0.196,2,10,10-14,10,,,,,,,
ir,inpatient,f20,,1.488,1.364,1.62,2,15,15-19,15,,,,,,,
ir,inpatient,f20,,2.28,2.129,2.438,2,20,20-24,20,,,,,,,
ir,inpatient,f20,,2.319,2.167,2.479,2,25,25-29,25,,,,,,,
ir,inpatient,f20,,1.927,1.787,2.076,2,30,30-34,30,,,,,,,
ir,inpatient,f20,,1.903,1.764,2.049,2,35,35-39,35,,,,,,,
ir,inpatient,f20,,1.686,1.556,1.823,2,40,40-44,40,,,,,,,
ir,inpatient,f20,,1.712,1.584,1.848,2,45,45-49,45,,,,,,,
ir,inpatient,f20,,1.713,1.588,1.846,2,50,50-54,50,,,,,,,
ir,inpatient,f20,,1.61,1.487,1.74,2,55,55-59,55,,,,,,,
ir,inpatient,f20,,1.57,1.444,1.704,2,60,60-64,60,,,,,,,
ir,inpatient,f20,,1.911,1.764,2.068,2,65,65-69,65,,,,,,,
ir,inpatient,f20,,2.238,2.065,2.421,2,70,70-74,70,,,,,,,
ir,inpatient,f20,,2.449,2.251,2.661,2,75,75-79,75,,,,,,,
ir,inpatient,f20,,2.458,2.233,2.699,2,80,80-84,80,,,,,,,
ir,inpatient,f20,,2.03,1.774,2.312,2,85,85-89,85,,,,,,,
ir,inpatient,f20,,1.304,0.997,1.675,2,90,90-94,90,,,,,,,
ir,inpatient,f20,,1.399,0.783,2.308,2,95,95-100,95,,,,,,,
ir,inpatient,f21,,0.012,0.003,0.03,1,5,5-9,5,,,,,,,
ir,inpatient,f21,,0.031,0.015,0.055,1,10,10-14,10,,,,,,,
ir,inpatient,f21,,0.256,0.207,0.312,1,15,15-19,15,,,,,,,
ir,inpatient,f21,,0.607,0.533,0.689,1,20,20-24,20,,,,,,,
ir,inpatient,f21,,0.599,0.525,0.68,1,25,25-29,25,,,,,,,
ir,inpatient,f21,,0.459,0.394,0.531,1,30,30-34,30,,,,,,,
ir,inpatient,f21,,0.353,0.297,0.417,1,35,35-39,35,,,,,,,
ir,inpatient,f21,,0.34,0.284,0.403,1,40,40-44,40,,,,,,,
ir,inpatient,f21,,0.285,0.235,0.343,1,45,45-49,45,,,,,,,
ir,inpatient,f21,,0.258,0.211,0.312,1,50,50-54,50,,,,,,,
ir,inpatient,f21,,0.18,0.141,0.227,1,55,55-59,55,,,,,,,
ir,inpatient,f21,,0.139,0.103,0.184,1,60,60-64,60,,,,,,,
ir,inpatient,f21,,0.105,0.071,0.149,1,65,65-69,65,,,,,,,
ir,inpatient,f21,,0.156,0.109,0.216,1,70,70-74,70,,,,,,,
ir,inpatient,f21,,0.124,0.076,0.191,1,75,75-79,75,,,,,,,
ir,inpatient,f21,,0.139,0.076,0.234,1,80,80-84,80,,,,,,,
ir,inpatient,f21,,0.063,0.013,0.184,1,85,85-89,85,,,,,,,
ir,inpatient,f21,,0.137,0.017,0.496,1,90,90-94,90,,,,,,,
ir,inpatient,f21,,0,0,1.563,1,95,95-100,95,,,,,,,
ir,inpatient,f21,,0,0,0.011,2,5,5-9,5,,,,,,,
ir,inpatient,f21,,0.029,0.014,0.054,2,10,10-14,10,,,,,,,
ir,inpatient,f21,,0.245,0.197,0.302,2,15,15-19,15,,,,,,,
ir,inpatient,f21,,0.364,0.305,0.43,2,20,20-24,20,,,,,,,
ir,inpatient,f21,,0.328,0.272,0.391,2,25,25-29,25,,,,,,,
ir,inpatient,f21,,0.324,0.268,0.388,2,30,30-34,30,,,,,,,
ir,inpatient,f21,,0.261,0.212,0.319,2,35,35-39,35,,,,,,,
ir,inpatient,f21,,0.241,0.194,0.296,2,40,40-44,40,,,,,,,
ir,inpatient,f21,,0.222,0.177,0.274,2,45,45-49,45,,,,,,,
ir,inpatient,f21,,0.228,0.184,0.28,2,50,50-54,50,,,,,,,
ir,inpatient,f21,,0.181,0.141,0.227,2,55,55-59,55,,,,,,,
ir,inpatient,f21,,0.165,0.127,0.213,2,60,60-64,60,,,,,,,
ir,inpatient,f21,,0.098,0.067,0.138,2,65,65-69,65,,,,,,,
ir,inpatient,f21,,0.171,0.126,0.227,2,70,70-74,70,,,,,,,
ir,inpatient,f21,,0.16,0.113,0.221,2,75,75-79,75,,,,,,,
ir,inpatient,f21,,0.122,0.077,0.185,2,80,80-84,80,,,,,,,
ir,inpatient,f21,,0.151,0.088,0.242,2,85,85-89,85,,,,,,,
ir,inpatient,f21,,0.191,0.088,0.363,2,90,90-94,90,,,,,,,
ir,inpatient,f21,,0.093,0.002,0.518,2,95,95-100,95,,,,,,,
ir,inpatient,f22,,0.006,0.001,0.021,1,5,5-9,5,,,,,,,
ir,inpatient,f22,,0.019,0.008,0.04,1,10,10-14,10,,,,,,,
ir,inpatient,f22,,0.2,0.158,0.251,1,15,15-19,15,,,,,,,
ir,inpatient,f22,,0.529,0.46,0.606,1,20,20-24,20,,,,,,,
ir,inpatient,f22,,0.8,0.715,0.893,1,25,25-29,25,,,,,,,
ir,inpatient,f22,,0.977,0.881,1.081,1,30,30-34,30,,,,,,,
ir,inpatient,f22,,1.047,0.948,1.154,1,35,35-39,35,,,,,,,
ir,inpatient,f22,,1.117,1.014,1.227,1,40,40-44,40,,,,,,,
ir,inpatient,f22,,1.058,0.959,1.165,1,45,45-49,45,,,,,,,
ir,inpatient,f22,,0.984,0.891,1.085,1,50,50-54,50,,,,,,,
ir,inpatient,f22,,1.06,0.96,1.166,1,55,55-59,55,,,,,,,
ir,inpatient,f22,,1.278,1.163,1.402,1,60,60-64,60,,,,,,,
ir,inpatient,f22,,1.505,1.369,1.652,1,65,65-69,65,,,,,,,
ir,inpatient,f22,,2.086,1.904,2.282,1,70,70-74,70,,,,,,,
ir,inpatient,f22,,2.8,2.547,3.071,1,75,75-79,75,,,,,,,
ir,inpatient,f22,,3.835,3.461,4.239,1,80,80-84,80,,,,,,,
ir,inpatient,f22,,4.48,3.898,5.124,1,85,85-89,85,,,,,,,
ir,inpatient,f22,,4.204,3.216,5.4,1,90,90-94,90,,,,,,,
ir,inpatient,f22,,3.404,1.47,6.707,1,95,95-100,95,,,,,,,
ir,inpatient,f22,,0.003,0,0.017,2,5,5-9,5,,,,,,,
ir,inpatient,f22,,0.018,0.006,0.038,2,10,10-14,10,,,,,,,
ir,inpatient,f22,,0.181,0.14,0.231,2,15,15-19,15,,,,,,,
ir,inpatient,f22,,0.286,0.235,0.346,2,20,20-24,20,,,,,,,
ir,inpatient,f22,,0.417,0.354,0.488,2,25,25-29,25,,,,,,,
ir,inpatient,f22,,0.627,0.548,0.713,2,30,30-34,30,,,,,,,
ir,inpatient,f22,,0.86,0.768,0.96,2,35,35-39,35,,,,,,,
ir,inpatient,f22,,0.937,0.841,1.04,2,40,40-44,40,,,,,,,
ir,inpatient,f22,,1.092,0.991,1.202,2,45,45-49,45,,,,,,,
ir,inpatient,f22,,1.455,1.34,1.577,2,50,50-54,50,,,,,,,
ir,inpatient,f22,,1.492,1.375,1.617,2,55,55-59,55,,,,,,,
ir,inpatient,f22,,2.096,1.951,2.25,2,60,60-64,60,,,,,,,
ir,inpatient,f22,,3.038,2.852,3.233,2,65,65-69,65,,,,,,,
ir,inpatient,f22,,4.586,4.338,4.844,2,70,70-74,70,,,,,,,
ir,inpatient,f22,,6.33,6.009,6.664,2,75,75-79,75,,,,,,,
ir,inpatient,f22,,8.545,8.121,8.985,2,80,80-84,80,,,,,,,
ir,inpatient,f22,,10.093,9.512,10.7,2,85,85-89,85,,,,,,,
ir,inpatient,f22,,9.153,8.305,10.065,2,90,90-94,90,,,,,,,
ir,inpatient,f22,,6.389,4.961,8.1,2,95,95-100,95,,,,,,,
ir,inpatient,f23,,0.044,0.024,0.072,1,5,5-9,5,,,,,,,
ir,inpatient,f23,,0.214,0.169,0.267,1,10,10-14,10,,,,,,,
ir,inpatient,f23,,1.212,1.104,1.328,1,15,15-19,15,,,,,,,
ir,inpatient,f23,,2.337,2.189,2.493,1,20,20-24,20,,,,,,,
ir,inpatient,f23,,2.022,1.884,2.166,1,25,25-29,25,,,,,,,
ir,inpatient,f23,,1.697,1.57,1.832,1,30,30-34,30,,,,,,,
ir,inpatient,f23,,1.56,1.438,1.69,1,35,35-39,35,,,,,,,
ir,inpatient,f23,,1.252,1.144,1.369,1,40,40-44,40,,,,,,,
ir,inpatient,f23,,1.011,0.914,1.115,1,45,45-49,45,,,,,,,
ir,inpatient,f23,,0.877,0.789,0.973,1,50,50-54,50,,,,,,,
ir,inpatient,f23,,0.767,0.683,0.859,1,55,55-59,55,,,,,,,
ir,inpatient,f23,,0.581,0.504,0.666,1,60,60-64,60,,,,,,,
ir,inpatient,f23,,0.561,0.479,0.653,1,65,65-69,65,,,,,,,
ir,inpatient,f23,,0.673,0.571,0.788,1,70,70-74,70,,,,,,,
ir,inpatient,f23,,0.744,0.617,0.889,1,75,75-79,75,,,,,,,
ir,inpatient,f23,,0.668,0.518,0.848,1,80,80-84,80,,,,,,,
ir,inpatient,f23,,0.881,0.635,1.191,1,85,85-89,85,,,,,,,
ir,inpatient,f23,,1.031,0.577,1.7,1,90,90-94,90,,,,,,,
ir,inpatient,f23,,0.424,0.011,2.361,1,95,95-100,95,,,,,,,
ir,inpatient,f23,,0.018,0.007,0.04,2,5,5-9,5,,,,,,,
ir,inpatient,f23,,0.222,0.175,0.278,2,10,10-14,10,,,,,,,
ir,inpatient,f23,,1.095,0.989,1.209,2,15,15-19,15,,,,,,,
ir,inpatient,f23,,1.532,1.409,1.663,2,20,20-24,20,,,,,,,
ir,inpatient,f23,,1.701,1.571,1.839,2,25,25-29,25,,,,,,,
ir,inpatient,f23,,1.8,1.665,1.944,2,30,30-34,30,,,,,,,
ir,inpatient,f23,,1.592,1.465,1.727,2,35,35-39,35,,,,,,,
ir,inpatient,f23,,1.4,1.282,1.525,2,40,40-44,40,,,,,,,
ir,inpatient,f23,,1.371,1.256,1.492,2,45,45-49,45,,,,,,,
ir,inpatient,f23,,1.21,1.106,1.322,2,50,50-54,50,,,,,,,
ir,inpatient,f23,,0.952,0.859,1.053,2,55,55-59,55,,,,,,,
ir,inpatient,f23,,0.976,0.877,1.082,2,60,60-64,60,,,,,,,
ir,inpatient,f23,,0.878,0.779,0.985,2,65,65-69,65,,,,,,,
ir,inpatient,f23,,0.989,0.876,1.113,2,70,70-74,70,,,,,,,
ir,inpatient,f23,,1.217,1.079,1.368,2,75,75-79,75,,,,,,,
ir,inpatient,f23,,1.343,1.179,1.524,2,80,80-84,80,,,,,,,
ir,inpatient,f23,,1.094,0.909,1.305,2,85,85-89,85,,,,,,,
ir,inpatient,f23,,1.022,0.754,1.355,2,90,90-94,90,,,,,,,
ir,inpatient,f23,,1.209,0.644,2.068,2,95,95-100,95,,,,,,,
ir,inpatient,f24,,0,0,0.011,1,5,5-9,5,,,,,,,
ir,inpatient,f24,,0,0,0.01,1,10,10-14,10,,,,,,,
ir,inpatient,f24,,0.003,0,0.015,1,15,15-19,15,,,,,,,
ir,inpatient,f24,,0.005,0.001,0.018,1,20,20-24,20,,,,,,,
ir,inpatient,f24,,0.018,0.007,0.036,1,25,25-29,25,,,,,,,
ir,inpatient,f24,,0.005,0.001,0.019,1,30,30-34,30,,,,,,,
ir,inpatient,f24,,0.021,0.009,0.041,1,35,35-39,35,,,,,,,
ir,inpatient,f24,,0.005,0.001,0.019,1,40,40-44,40,,,,,,,
ir,inpatient,f24,,0.013,0.004,0.029,1,45,45-49,45,,,,,,,
ir,inpatient,f24,,0.007,0.002,0.021,1,50,50-54,50,,,,,,,
ir,inpatient,f24,,0.008,0.002,0.022,1,55,55-59,55,,,,,,,
ir,inpatient,f24,,0.003,0,0.016,1,60,60-64,60,,,,,,,
ir,inpatient,f24,,0,0,0.012,1,65,65-69,65,,,,,,,
ir,inpatient,f24,,0.013,0.003,0.038,1,70,70-74,70,,,,,,,
ir,inpatient,f24,,0.019,0.004,0.054,1,75,75-79,75,,,,,,,
ir,inpatient,f24,,0.02,0.002,0.072,1,80,80-84,80,,,,,,,
ir,inpatient,f24,,0.063,0.013,0.184,1,85,85-89,85,,,,,,,
ir,inpatient,f24,,0.069,0.002,0.382,1,90,90-94,90,,,,,,,
ir,inpatient,f24,,0,0,1.563,1,95,95-100,95,,,,,,,
ir,inpatient,f24,,0,0,0.011,2,5,5-9,5,,,,,,,
ir,inpatient,f24,,0.006,0.001,0.021,2,10,10-14,10,,,,,,,
ir,inpatient,f24,,0.003,0,0.016,2,15,15-19,15,,,,,,,
ir,inpatient,f24,,0.003,0,0.015,2,20,20-24,20,,,,,,,
ir,inpatient,f24,,0.013,0.004,0.031,2,25,25-29,25,,,,,,,
ir,inpatient,f24,,0.011,0.003,0.028,2,30,30-34,30,,,,,,,
ir,inpatient,f24,,0.005,0.001,0.02,2,35,35-39,35,,,,,,,
ir,inpatient,f24,,0.011,0.003,0.027,2,40,40-44,40,,,,,,,
ir,inpatient,f24,,0.003,0,0.014,2,45,45-49,45,,,,,,,
ir,inpatient,f24,,0.007,0.002,0.022,2,50,50-54,50,,,,,,,
ir,inpatient,f24,,0.008,0.002,0.022,2,55,55-59,55,,,,,,,
ir,inpatient,f24,,0.011,0.003,0.028,2,60,60-64,60,,,,,,,
ir,inpatient,f24,,0.012,0.003,0.031,2,65,65-69,65,,,,,,,
ir,inpatient,f24,,0.014,0.004,0.037,2,70,70-74,70,,,,,,,
ir,inpatient,f24,,0.026,0.01,0.056,2,75,75-79,75,,,,,,,
ir,inpatient,f24,,0.028,0.009,0.065,2,80,80-84,80,,,,,,,
ir,inpatient,f24,,0.009,0,0.049,2,85,85-89,85,,,,,,,
ir,inpatient,f24,,0.021,0.001,0.118,2,90,90-94,90,,,,,,,
ir,inpatient,f24,,0,0,0.343,2,95,95-100,95,,,,,,,
ir,inpatient,f25,,0.003,0,0.016,1,5,5-9,5,,,,,,,
ir,inpatient,f25,,0.014,0.005,0.032,1,10,10-14,10,,,,,,,
ir,inpatient,f25,,0.277,0.226,0.335,1,15,15-19,15,,,,,,,
ir,inpatient,f25,,1.045,0.947,1.151,1,20,20-24,20,,,,,,,
ir,inpatient,f25,,1.208,1.103,1.321,1,25,25-29,25,,,,,,,
ir,inpatient,f25,,1.14,1.036,1.251,1,30,30-34,30,,,,,,,
ir,inpatient,f25,,1.047,0.948,1.154,1,35,35-39,35,,,,,,,
ir,inpatient,f25,,0.924,0.831,1.025,1,40,40-44,40,,,,,,,
ir,inpatient,f25,,0.914,0.822,1.013,1,45,45-49,45,,,,,,,
ir,inpatient,f25,,0.843,0.756,0.937,1,50,50-54,50,,,,,,,
ir,inpatient,f25,,0.709,0.628,0.797,1,55,55-59,55,,,,,,,
ir,inpatient,f25,,0.564,0.488,0.648,1,60,60-64,60,,,,,,,
ir,inpatient,f25,,0.46,0.386,0.544,1,65,65-69,65,,,,,,,
ir,inpatient,f25,,0.456,0.373,0.552,1,70,70-74,70,,,,,,,
ir,inpatient,f25,,0.26,0.188,0.352,1,75,75-79,75,,,,,,,
ir,inpatient,f25,,0.428,0.31,0.577,1,80,80-84,80,,,,,,,
ir,inpatient,f25,,0.545,0.356,0.799,1,85,85-89,85,,,,,,,
ir,inpatient,f25,,0.412,0.151,0.897,1,90,90-94,90,,,,,,,
ir,inpatient,f25,,0,0,1.564,1,95,95-100,95,,,,,,,
ir,inpatient,f25,,0,0,0.011,2,5,5-9,5,,,,,,,
ir,inpatient,f25,,0.035,0.018,0.061,2,10,10-14,10,,,,,,,
ir,inpatient,f25,,0.719,0.634,0.812,2,15,15-19,15,,,,,,,
ir,inpatient,f25,,1.226,1.116,1.344,2,20,20-24,20,,,,,,,
ir,inpatient,f25,,1.296,1.183,1.417,2,25,25-29,25,,,,,,,
ir,inpatient,f25,,1.273,1.16,1.395,2,30,30-34,30,,,,,,,
ir,inpatient,f25,,1.245,1.133,1.364,2,35,35-39,35,,,,,,,
ir,inpatient,f25,,1.31,1.196,1.431,2,40,40-44,40,,,,,,,
ir,inpatient,f25,,1.303,1.191,1.421,2,45,45-49,45,,,,,,,
ir,inpatient,f25,,1.249,1.143,1.363,2,50,50-54,50,,,,,,,
ir,inpatient,f25,,1.093,0.993,1.201,2,55,55-59,55,,,,,,,
ir,inpatient,f25,,0.886,0.792,0.988,2,60,60-64,60,,,,,,,
ir,inpatient,f25,,0.936,0.834,1.047,2,65,65-69,65,,,,,,,
ir,inpatient,f25,,0.789,0.688,0.9,2,70,70-74,70,,,,,,,
ir,inpatient,f25,,0.619,0.522,0.729,2,75,75-79,75,,,,,,,
ir,inpatient,f25,,0.479,0.383,0.592,2,80,80-84,80,,,,,,,
ir,inpatient,f25,,0.391,0.284,0.525,2,85,85-89,85,,,,,,,
ir,inpatient,f25,,0.553,0.361,0.811,2,90,90-94,90,,,,,,,
ir,inpatient,f25,,0.372,0.101,0.952,2,95,95-100,95,,,,,,,
ir,inpatient,f28,,0.058,0.036,0.09,1,5,5-9,5,,,,,,,
ir,inpatient,f28,,0.114,0.082,0.154,1,10,10-14,10,,,,,,,
ir,inpatient,f28,,0.224,0.179,0.277,1,15,15-19,15,,,,,,,
ir,inpatient,f28,,0.229,0.185,0.281,1,20,20-24,20,,,,,,,
ir,inpatient,f28,,0.209,0.166,0.259,1,25,25-29,25,,,,,,,
ir,inpatient,f28,,0.178,0.138,0.225,1,30,30-34,30,,,,,,,
ir,inpatient,f28,,0.116,0.085,0.155,1,35,35-39,35,,,,,,,
ir,inpatient,f28,,0.144,0.109,0.187,1,40,40-44,40,,,,,,,
ir,inpatient,f28,,0.096,0.068,0.132,1,45,45-49,45,,,,,,,
ir,inpatient,f28,,0.075,0.051,0.107,1,50,50-54,50,,,,,,,
ir,inpatient,f28,,0.104,0.075,0.141,1,55,55-59,55,,,,,,,
ir,inpatient,f28,,0.045,0.026,0.074,1,60,60-64,60,,,,,,,
ir,inpatient,f28,,0.051,0.028,0.084,1,65,65-69,65,,,,,,,
ir,inpatient,f28,,0.069,0.04,0.113,1,70,70-74,70,,,,,,,
ir,inpatient,f28,,0.056,0.025,0.106,1,75,75-79,75,,,,,,,
ir,inpatient,f28,,0.06,0.022,0.13,1,80,80-84,80,,,,,,,
ir,inpatient,f28,,0.147,0.059,0.302,1,85,85-89,85,,,,,,,
ir,inpatient,f28,,0.137,0.017,0.496,1,90,90-94,90,,,,,,,
ir,inpatient,f28,,0.424,0.011,2.36,1,95,95-100,95,,,,,,,
ir,inpatient,f28,,0.015,0.005,0.036,2,5,5-9,5,,,,,,,
ir,inpatient,f28,,0.114,0.081,0.156,2,10,10-14,10,,,,,,,
ir,inpatient,f28,,0.256,0.207,0.314,2,15,15-19,15,,,,,,,
ir,inpatient,f28,,0.227,0.182,0.281,2,20,20-24,20,,,,,,,
ir,inpatient,f28,,0.177,0.137,0.226,2,25,25-29,25,,,,,,,
ir,inpatient,f28,,0.19,0.147,0.24,2,30,30-34,30,,,,,,,
ir,inpatient,f28,,0.163,0.124,0.21,2,35,35-39,35,,,,,,,
ir,inpatient,f28,,0.118,0.085,0.158,2,40,40-44,40,,,,,,,
ir,inpatient,f28,,0.124,0.091,0.164,2,45,45-49,45,,,,,,,
ir,inpatient,f28,,0.105,0.076,0.142,2,50,50-54,50,,,,,,,
ir,inpatient,f28,,0.098,0.07,0.134,2,55,55-59,55,,,,,,,
ir,inpatient,f28,,0.076,0.05,0.11,2,60,60-64,60,,,,,,,
ir,inpatient,f28,,0.107,0.074,0.149,2,65,65-69,65,,,,,,,
ir,inpatient,f28,,0.135,0.096,0.186,2,70,70-74,70,,,,,,,
ir,inpatient,f28,,0.281,0.217,0.358,2,75,75-79,75,,,,,,,
ir,inpatient,f28,,0.228,0.164,0.31,2,80,80-84,80,,,,,,,
ir,inpatient,f28,,0.16,0.095,0.253,2,85,85-89,85,,,,,,,
ir,inpatient,f28,,0.298,0.163,0.5,2,90,90-94,90,,,,,,,
ir,inpatient,f28,,0,0,0.343,2,95,95-100,95,,,,,,,
ir,inpatient,f29,,0.239,0.19,0.296,1,5,5-9,5,,,,,,,
ir,inpatient,f29,,0.945,0.847,1.05,1,10,10-14,10,,,,,,,
ir,inpatient,f29,,5.255,5.027,5.491,1,15,15-19,15,,,,,,,
ir,inpatient,f29,,8.252,7.971,8.54,1,20,20-24,20,,,,,,,
ir,inpatient,f29,,6.746,6.492,7.007,1,25,25-29,25,,,,,,,
ir,inpatient,f29,,5.055,4.833,5.284,1,30,30-34,30,,,,,,,
ir,inpatient,f29,,3.673,3.484,3.869,1,35,35-39,35,,,,,,,
ir,inpatient,f29,,3.041,2.87,3.22,1,40,40-44,40,,,,,,,
ir,inpatient,f29,,2.424,2.273,2.583,1,45,45-49,45,,,,,,,
ir,inpatient,f29,,2.013,1.878,2.155,1,50,50-54,50,,,,,,,
ir,inpatient,f29,,1.765,1.636,1.901,1,55,55-59,55,,,,,,,
ir,inpatient,f29,,1.581,1.452,1.718,1,60,60-64,60,,,,,,,
ir,inpatient,f29,,1.377,1.246,1.517,1,65,65-69,65,,,,,,,
ir,inpatient,f29,,1.442,1.291,1.606,1,70,70-74,70,,,,,,,
ir,inpatient,f29,,1.377,1.202,1.57,1,75,75-79,75,,,,,,,
ir,inpatient,f29,,1.526,1.293,1.787,1,80,80-84,80,,,,,,,
ir,inpatient,f29,,1.259,0.961,1.621,1,85,85-89,85,,,,,,,
ir,inpatient,f29,,1.718,1.112,2.536,1,90,90-94,90,,,,,,,
ir,inpatient,f29,,0.848,0.103,3.062,1,95,95-100,95,,,,,,,
ir,inpatient,f29,,0.043,0.023,0.072,2,5,5-9,5,,,,,,,
ir,inpatient,f29,,1.356,1.235,1.485,2,10,10-14,10,,,,,,,
ir,inpatient,f29,,5.056,4.825,5.294,2,15,15-19,15,,,,,,,
ir,inpatient,f29,,4.854,4.633,5.083,2,20,20-24,20,,,,,,,
ir,inpatient,f29,,4.323,4.114,4.54,2,25,25-29,25,,,,,,,
ir,inpatient,f29,,3.684,3.489,3.887,2,30,30-34,30,,,,,,,
ir,inpatient,f29,,3.141,2.962,3.327,2,35,35-39,35,,,,,,,
ir,inpatient,f29,,2.913,2.742,3.091,2,40,40-44,40,,,,,,,
ir,inpatient,f29,,2.664,2.503,2.832,2,45,45-49,45,,,,,,,
ir,inpatient,f29,,2.467,2.316,2.624,2,50,50-54,50,,,,,,,
ir,inpatient,f29,,2.158,2.016,2.307,2,55,55-59,55,,,,,,,
ir,inpatient,f29,,2.209,2.059,2.366,2,60,60-64,60,,,,,,,
ir,inpatient,f29,,2.094,1.94,2.257,2,65,65-69,65,,,,,,,
ir,inpatient,f29,,2.366,2.189,2.553,2,70,70-74,70,,,,,,,
ir,inpatient,f29,,2.535,2.334,2.749,2,75,75-79,75,,,,,,,
ir,inpatient,f29,,2.577,2.348,2.823,2,80,80-84,80,,,,,,,
ir,inpatient,f29,,2.395,2.117,2.699,2,85,85-89,85,,,,,,,
ir,inpatient,f29,,2.259,1.85,2.733,2,90,90-94,90,,,,,,,
ir,inpatient,f29,,1.49,0.852,2.42,2,95,95-100,95,,,,,,,
ir,inpatient,f2_no_sch,,0.338,0.279,0.405,1,5,5-9,5,,,,,,,
